Unnamed: 0,SeqID,PAS_261_300,distance_261_300,PAS_301_350,distance_301_350,AllOligomerScore_200_260,AllOligomerScore_261_301,AllOligomerScore_290_310,AllOligomerScore_301_350,Y
11141,>NT_033778.4:8944095-8944695,3.57,34,3.61,36,96.69,83.45,35.17,80.23,1
11142,>NC_004354.4:4731059-4731659,3.53,22,3.67,17,114.23,75.97,19.58,74.22,1
11143,>NT_037436.4:1351844-1352444,3.77,28,3.61,18,100.96,75.01,16.95,65.75,1
11144,>NT_033777.3:15801663-15802263,3.98,13,2.95,18,95.06,116.86,36.1,63.28,1
11145,>NT_033778.4:12870900-12871500,3.61,0,3.74,43,66.08,55.18,45.59,94.73,1
11146,>NT_037436.4:207122-207722,2.79,20,3.28,20,91.17,59.5,30.76,76.85,1
11147,>NT_033778.4:18976962-18977562,3.37,23,3.49,36,100.54,87.44,38.84,88.14,1
11148,>NT_037436.4:15137862-15138462,3.26,16,3.74,0,73.77,71.52,36.21,112.34,1
11149,>NT_033779.5:21231308-21231908,3.26,27,3.67,9,122.46,76.92,33.76,85.46,1
11150,>NC_004354.4:8467464-8468064,3.28,19,3.43,39,93.28,78.6,39.31,66.74,1
11151,>NT_033779.5:8354794-8355394,3.37,20,2.67,0,94.79,75.64,22.56,57.43,1
11152,>NT_037436.4:11495146-11495746,3.77,24,3.98,8,137.2,81.88,32.87,78.96,1
11153,>NT_037436.4:9428371-9428971,3.26,9,3.07,42,112.91,67.56,35.39,56.63,1
11154,>NT_033779.5:13843543-13844143,2.96,8,2.54,43,97.42,64.35,25.31,64.14,1
11155,>NT_033778.4:22665845-22666445,3.61,14,3.67,19,106.43,65.83,19.03,83.81,1
11156,>NT_033779.5:8408536-8409136,3.57,11,2.88,26,123.81,78.23,35.21,78.25,1
11157,>NC_004354.4:11407159-11407759,3.77,22,3.36,41,66.42,99.39,39.36,93.29,1
11158,>NC_004354.4:5427962-5428562,3.67,18,3.12,18,111.04,76.57,31.0,82.11,1
11159,>NT_037436.4:6713738-6714338,3.57,13,2.71,43,86.18,75.75,37.87,51.42,1
11160,>NT_033779.5:2288316-2288916,2.95,26,3.14,36,88.36,52.22,33.43,90.2,1
11161,>NC_004354.4:6231840-6232440,3.57,27,3.2,37,101.89,80.56,31.98,86.73,1
11162,>NC_004353.4:871114-871714,3.23,0,3.22,3,106.26,76.44,34.83,68.99,1
11163,>NT_033777.3:4830609-4831209,3.57,4,3.18,16,88.02,60.43,28.79,64.53,1
11164,>NT_033779.5:7194617-7195217,3.49,13,3.05,0,104.72,74.68,22.56,57.03,1
11165,>NT_033779.5:19491347-19491947,3.06,14,3.12,42,84.18,60.0,28.81,70.44,1
11166,>NT_033778.4:18048609-18049209,2.88,1,3.26,14,105.39,63.25,34.15,81.03,1
11167,>NC_004354.4:4667407-4668007,3.49,19,3.36,11,82.47,78.56,29.67,88.75,1
11168,>NC_004354.4:8478411-8479011,3.36,13,3.12,42,108.45,78.51,34.38,80.38,1
11169,>NT_033777.3:7889010-7889610,3.77,8,2.95,42,91.17,69.17,29.4,57.82,1
11170,>NT_033779.5:21160605-21161205,3.2,13,3.24,25,84.8,64.27,31.41,68.44,1
11171,>NC_004354.4:5310688-5311288,3.03,13,3.09,0,123.37,77.18,24.16,72.22,1
11172,>NC_004354.4:3788018-3788618,3.61,1,3.49,18,125.68,78.88,41.4,92.05,1
11173,>NT_033779.5:9428283-9428883,3.61,25,3.18,20,109.2,58.18,24.33,69.38,1
11174,>NT_037436.4:185824-186424,3.03,12,2.2,43,81.86,63.23,25.69,47.93,1
11175,>NT_033777.3:21377007-21377607,3.98,27,3.61,41,76.98,56.49,29.74,82.0,1
11176,>NT_033777.3:18288858-18289458,3.98,14,2.95,42,92.37,81.57,34.61,74.12,1
11177,>NT_033778.4:12375358-12375958,2.54,2,3.98,22,82.95,54.64,35.8,107.65,1
11178,>NT_033778.4:15258184-15258784,3.98,0,2.61,36,103.3,92.83,38.38,66.51,1
11179,>NT_037436.4:7854410-7855010,3.67,17,3.98,25,90.9,79.24,33.4,127.36,1
11180,>NT_033777.3:17073636-17074236,3.77,17,2.99,14,117.82,92.18,28.7,57.39,1
11181,>NT_033779.5:13230309-13230909,3.49,22,2.96,5,92.67,68.07,28.1,61.52,1
11182,>NC_004354.4:4921364-4921964,3.98,0,2.71,11,109.23,102.39,42.88,51.43,1
11183,>NT_033778.4:18617637-18618237,2.8,30,2.43,27,97.98,66.09,21.51,64.22,1
11184,>NT_033778.4:17007461-17008061,3.61,24,3.46,32,93.5,63.52,20.01,85.33,1
11185,>NT_037436.4:3049551-3050151,3.36,21,3.18,25,67.0,69.93,28.98,72.38,1
11186,>NC_004354.4:16285323-16285923,3.24,21,3.57,43,95.09,63.21,39.78,69.15,1
11187,>NC_004354.4:15064308-15064908,3.43,6,3.98,42,100.39,61.56,35.07,66.63,1
11188,>NT_033778.4:22855394-22855994,3.77,15,2.02,27,77.35,73.43,21.79,48.85,1
11189,>NC_004354.4:12686179-12686779,3.18,10,3.98,11,121.33,76.24,32.8,83.49,1
11190,>NT_033778.4:18420821-18421421,3.23,10,3.24,27,104.53,60.38,30.27,61.63,1
11191,>NC_004353.4:265461-266061,3.77,1,2.81,42,119.95,86.1,41.48,72.46,1
11192,>NT_033778.4:18865962-18866562,3.61,18,2.72,13,99.15,81.13,32.1,78.94,1
11193,>NC_004354.4:8039427-8040027,3.26,31,3.98,0,108.67,76.29,35.51,88.11,1
11194,>NT_033778.4:12139000-12139600,3.26,11,3.25,39,128.37,50.58,28.92,93.32,1
11195,>NT_033777.3:23988314-23988914,2.86,25,2.86,11,88.55,66.1,26.8,63.85,1
11196,>NT_037436.4:18291792-18292392,3.98,24,3.18,11,109.12,72.03,21.43,67.76,1
11197,>NT_037436.4:19894702-19895302,3.98,14,2.94,3,129.57,87.89,28.85,77.51,1
11198,>NT_033778.4:24809809-24810409,3.49,16,2.94,17,102.68,77.84,31.18,78.47,1
11199,>NC_004354.4:6780997-6781597,3.61,24,3.49,42,106.44,72.86,32.93,71.27,1
11200,>NT_033778.4:14992284-14992884,2.55,23,3.24,11,96.65,46.88,29.73,86.01,1
11201,>NT_037436.4:21497618-21498218,3.09,33,3.12,42,88.44,58.04,33.04,78.5,1
11202,>NT_033779.5:9428329-9428929,3.01,7,3.2,29,93.59,66.49,33.97,81.43,1
11203,>NT_033779.5:10418691-10419291,3.26,24,3.49,17,110.28,74.34,34.68,75.25,1
11204,>NT_033779.5:25676-26276,2.47,14,3.61,23,94.48,45.78,24.3,81.17,1
11205,>NT_033777.3:16649752-16650352,3.57,29,2.62,5,111.24,75.71,22.92,57.65,1
11206,>NT_033778.4:22208170-22208770,3.05,3,3.74,43,93.09,64.49,38.91,58.75,1
11207,>NT_033779.5:5050893-5051493,3.61,31,2.6,0,112.97,71.3,23.71,55.04,1
11208,>NT_033778.4:18447057-18447657,3.24,18,3.29,6,89.23,68.38,31.84,77.35,1
11209,>NT_033777.3:15765946-15766546,3.49,19,2.79,11,82.58,47.58,17.48,63.17,1
11210,>NT_033777.3:25873234-25873834,3.74,1,3.26,1,74.65,78.49,41.71,103.07,1
11211,>NT_037436.4:21029689-21030289,3.25,12,3.09,23,68.61,48.49,20.08,75.77,1
11212,>NT_037436.4:3144971-3145571,2.92,16,2.95,0,100.0,58.93,22.72,64.43,1
11213,>NT_033777.3:19886168-19886768,3.26,3,3.77,38,106.37,84.9,42.76,110.72,1
11214,>NT_033778.4:9433269-9433869,2.88,20,3.53,1,96.76,50.12,24.89,82.05,1
11215,>NT_037436.4:12733064-12733664,3.57,14,3.57,43,99.6,68.18,32.39,71.73,1
11216,>NT_033777.3:24805653-24806253,3.26,34,2.3,10,100.23,71.5,27.91,60.22,1
11217,>NT_033779.5:2308382-2308982,2.69,0,2.95,2,93.54,62.87,35.22,65.93,1
11218,>NC_004354.4:6741435-6742035,2.89,2,2.71,14,99.15,46.59,29.12,60.67,1
11219,>NT_033779.5:10744302-10744902,3.61,12,3.74,27,121.85,83.48,30.82,91.84,1
11220,>NT_037436.4:7809196-7809796,3.77,26,3.61,37,52.31,89.33,47.98,70.17,1
11221,>NT_033777.3:4777191-4777791,3.18,31,2.83,31,88.73,64.71,22.38,63.12,1
11222,>NC_004354.4:4657796-4658396,3.61,6,3.29,41,98.1,77.08,33.06,75.87,1
11223,>NT_033777.3:15961786-15962386,3.24,12,3.28,27,114.59,78.08,33.28,102.25,1
11224,>NT_033777.3:5171315-5171915,3.12,34,2.57,20,90.21,68.39,27.11,57.55,1
11225,>NT_033778.4:7481218-7481818,3.77,2,3.74,43,103.77,81.0,48.71,112.37,1
11226,>NT_033777.3:4487394-4487994,2.16,1,3.77,16,102.11,37.76,23.92,69.85,1
11227,>NT_033778.4:21285391-21285991,2.37,24,2.74,42,99.21,50.26,26.93,52.96,1
11228,>NT_037436.4:9135428-9136028,3.18,8,2.6,4,87.92,74.11,25.54,74.7,1
11229,>NC_004354.4:3189608-3190208,2.39,17,3.98,24,79.4,35.02,31.82,127.83,1
11230,>NT_033777.3:17795940-17796540,3.37,29,2.88,29,103.81,69.06,27.72,74.82,1
11231,>NT_033779.5:6677562-6678162,3.61,28,3.98,23,96.59,53.7,32.45,114.14,1
11232,>NT_033779.5:1704399-1704999,3.61,9,2.63,41,121.97,80.52,39.55,55.29,1
11233,>NT_033777.3:18901363-18901963,2.71,21,2.4,25,67.0,59.72,21.28,45.91,1
11234,>NT_033778.4:9241824-9242424,2.74,20,3.61,19,82.98,68.34,35.88,82.2,1
11235,>NT_033777.3:23113714-23114314,3.28,34,2.36,16,104.78,79.91,30.75,58.02,1
11236,>NC_004354.4:13093277-13093877,3.74,0,3.26,24,70.3,69.52,41.66,96.93,1
11237,>NT_033777.3:4953210-4953810,3.26,15,3.37,39,89.09,75.04,29.95,85.02,1
11238,>NT_037436.4:18041442-18042042,3.61,12,2.36,19,100.09,82.42,28.81,60.1,1
11239,>NC_004354.4:11406464-11407064,3.28,12,3.67,42,87.69,60.54,40.71,107.14,1
11240,>NT_033778.4:7156177-7156777,3.24,19,2.86,12,85.97,68.69,26.42,72.84,1
11241,>NC_004354.4:21600434-21601034,2.99,0,3.49,42,79.8,56.57,37.22,69.87,1
11242,>NT_033778.4:7651261-7651861,3.09,27,2.68,43,117.91,65.91,29.73,56.31,1
11243,>NT_037436.4:8940791-8941391,3.37,19,3.57,43,83.01,71.1,32.39,92.44,1
11244,>NT_037436.4:3014382-3014982,3.57,10,3.77,7,101.11,74.7,32.09,88.79,1
11245,>NT_033777.3:31845718-31846318,3.98,12,2.34,5,114.99,90.26,27.73,55.3,1
11246,>NT_037436.4:15553403-15554003,3.61,10,3.77,42,89.44,88.77,39.47,60.11,1
11247,>NT_033777.3:8994653-8995253,3.12,18,3.18,42,90.8,62.91,30.22,59.14,1
11248,>NT_033779.5:6063262-6063862,2.71,16,2.78,27,74.92,60.74,22.14,53.82,1
11249,>NC_004354.4:16317849-16318449,3.25,12,3.43,37,85.87,71.84,33.94,89.85,1
11250,>NT_033777.3:9450960-9451560,3.49,19,3.77,13,81.27,90.95,24.85,92.06,1
11251,>NT_037436.4:15484071-15484671,3.49,12,3.98,10,105.69,75.79,29.22,84.99,1
11252,>NC_004354.4:2144814-2145414,3.98,21,2.7,35,111.68,72.82,23.26,78.29,1
11253,>NC_004354.4:3387427-3388027,3.61,28,3.98,8,160.35,71.01,34.82,78.24,1
11254,>NT_037436.4:8069033-8069633,3.98,0,3.61,9,128.64,78.38,43.1,72.26,1
11255,>NT_037436.4:2507143-2507743,3.57,22,2.81,6,101.51,67.42,18.67,76.22,1
11256,>NC_004354.4:2269353-2269953,3.53,18,3.28,22,111.46,92.53,39.25,98.01,1
11257,>NT_033779.5:10264814-10265414,3.24,29,3.61,42,106.57,64.12,34.0,70.28,1
11258,>NT_033777.3:6480942-6481542,3.77,30,3.57,19,108.52,74.27,27.99,82.23,1
11259,>NT_033778.4:8114488-8115088,3.36,11,3.09,11,92.62,59.92,30.51,71.87,1
11260,>NC_004354.4:13261908-13262508,3.18,20,3.49,20,94.63,70.06,29.15,90.85,1
11261,>NT_033779.5:12708310-12708910,2.82,12,3.26,38,83.97,60.59,33.01,76.06,1
11262,>NT_037436.4:17762591-17763191,3.26,5,3.98,42,87.97,76.4,38.54,82.7,1
11263,>NT_037436.4:187694-188294,3.36,11,3.74,1,94.78,77.24,29.38,103.78,1
11264,>NT_033778.4:6831027-6831627,3.77,21,3.28,41,102.28,90.74,40.21,92.76,1
11265,>NT_037436.4:15521395-15521995,3.2,23,3.53,43,80.06,68.25,27.77,50.07,1
11266,>NT_033777.3:13640358-13640958,3.37,19,3.18,38,85.49,75.84,28.64,83.45,1
11267,>NT_033777.3:15242489-15243089,3.16,0,3.07,42,105.26,62.34,39.03,69.61,1
11268,>NC_004354.4:15570044-15570644,3.77,9,3.46,20,98.2,68.29,27.6,74.81,1
11269,>NT_037436.4:4636355-4636955,3.24,26,3.18,21,71.15,68.52,35.25,88.82,1
11270,>NT_033777.3:11688081-11688681,3.26,16,3.0,26,95.59,69.76,34.32,59.37,1
11271,>NT_033778.4:22205708-22206308,3.24,17,3.03,42,96.02,57.83,33.87,74.8,1
11272,>NC_004354.4:6652753-6653353,3.49,23,3.98,9,97.17,85.42,40.59,158.15,1
11273,>NC_004354.4:5719173-5719773,3.61,21,3.28,1,110.92,81.67,27.0,98.86,1
11274,>NT_037436.4:6754249-6754849,3.24,20,3.46,42,51.75,74.23,38.76,81.41,1
11275,>NT_037436.4:22725934-22726534,3.61,25,3.2,22,95.34,72.22,11.86,80.64,1
11276,>NC_004354.4:1668151-1668751,3.49,14,2.78,43,81.71,74.81,30.41,69.17,1
11277,>NT_033777.3:12693765-12694365,2.83,2,3.09,5,97.49,62.29,36.61,79.75,1
11278,>NT_033779.5:12397228-12397828,3.77,0,3.09,7,115.67,82.6,39.74,64.62,1
11279,>NT_033779.5:2369617-2370217,2.49,19,2.68,29,72.29,56.68,19.76,58.46,1
11280,>NC_004354.4:5333801-5334401,3.74,1,2.7,43,78.49,41.9,35.52,78.06,1
11281,>NC_004354.4:4127214-4127814,3.49,34,3.77,18,111.4,74.82,30.29,91.08,1
11282,>NC_004354.4:15603546-15604146,3.04,24,3.74,18,130.67,81.09,44.57,130.16,1
11283,>NC_004354.4:15330646-15331246,3.98,0,3.61,16,99.11,86.68,38.44,90.92,1
11284,>NT_033779.5:5767252-5767852,3.61,20,3.46,16,122.47,88.19,33.56,95.02,1
11285,>NT_033779.5:560177-560777,3.09,19,3.74,43,96.03,55.81,28.74,86.47,1
11286,>NT_033777.3:16613046-16613646,2.75,13,3.2,4,138.27,64.71,32.45,71.78,1
11287,>NT_037436.4:17661328-17661928,3.74,2,3.98,35,92.69,55.34,50.9,101.89,1
11288,>NC_004354.4:5907588-5908188,2.9,31,2.16,43,83.47,65.41,18.98,54.88,1
11289,>NT_033779.5:5265677-5266277,3.18,14,3.26,43,95.14,72.8,33.21,89.61,1
11290,>NT_037436.4:22080295-22080895,3.37,0,3.61,22,67.61,69.0,34.78,94.29,1
11291,>NT_033779.5:4403732-4404332,2.73,7,2.97,22,71.89,57.84,27.14,64.65,1
11292,>NT_033777.3:12456119-12456719,3.09,16,2.89,31,113.6,52.34,13.39,65.77,1
11293,>NT_033779.5:4228248-4228848,2.53,26,2.11,39,108.89,57.02,25.16,42.05,1
11294,>NT_033779.5:1609155-1609755,3.25,12,2.18,5,92.95,59.8,16.24,55.17,1
11295,>NT_033779.5:19776611-19777211,3.28,34,3.98,42,91.63,70.9,37.41,84.2,1
11296,>NT_037436.4:2718784-2719384,3.98,13,3.98,41,106.9,88.86,40.76,89.29,1
11297,>NT_037436.4:16967504-16968104,3.26,20,2.89,43,131.16,80.86,34.68,79.13,1
11298,>NT_033778.4:10641541-10642141,3.24,13,3.23,21,99.58,66.27,33.76,71.36,1
11299,>NT_037436.4:6009157-6009757,2.83,22,3.18,41,91.85,57.76,34.88,70.19,1
11300,>NT_033777.3:9408139-9408739,3.16,21,3.24,11,69.92,65.63,19.88,61.21,1
11301,>NT_033777.3:6342575-6343175,3.61,10,3.09,23,89.67,73.62,30.64,80.05,1
11302,>NT_037436.4:9860021-9860621,2.33,2,3.77,21,95.45,53.86,25.62,72.93,1
11303,>NC_004353.4:870512-871112,2.86,15,2.02,17,93.64,66.84,23.46,63.57,1
11304,>NT_037436.4:8647100-8647700,3.25,29,2.5,39,77.59,57.68,15.75,71.9,1
11305,>NT_033778.4:21280776-21281376,3.61,16,3.49,40,80.5,89.1,36.37,77.89,1
11306,>NT_037436.4:19867952-19868552,3.06,20,3.26,14,120.94,66.38,31.4,96.79,1
11307,>NT_033779.5:4732113-4732713,3.67,11,3.26,4,112.51,69.74,32.41,91.47,1
11308,>NT_037436.4:11710236-11710836,2.89,2,3.36,21,84.99,50.71,36.28,81.23,1
11309,>NT_033779.5:113731-114331,3.12,24,2.71,43,102.25,56.48,24.6,51.92,1
11310,>NT_033778.4:20641371-20641971,3.37,29,3.5,0,133.07,62.44,25.56,69.72,1
11311,>NT_033779.5:6448586-6449186,3.26,5,3.43,43,103.34,75.22,41.07,80.54,1
11312,>NT_033777.3:16994376-16994976,3.57,0,3.01,22,78.79,86.57,36.25,60.91,1
11313,>NT_033779.5:10256080-10256680,3.2,14,3.49,16,98.41,61.49,24.28,84.64,1
11314,>NT_033777.3:15358909-15359509,3.26,7,3.67,10,108.35,66.26,27.82,93.7,1
11315,>NT_033777.3:31849818-31850418,3.06,29,3.98,42,114.0,64.97,35.09,93.72,1
11316,>NT_033778.4:13571219-13571819,3.49,24,3.33,10,110.59,73.96,32.38,81.68,1
11317,>NT_033777.3:14660605-14661205,3.67,24,2.74,36,103.85,64.59,26.06,63.5,1
11318,>NT_033779.5:13799030-13799630,3.5,0,2.77,12,54.56,69.95,37.84,76.14,1
11319,>NC_004354.4:10276241-10276841,3.61,17,3.09,13,132.57,73.58,24.34,77.82,1
11320,>NC_004354.4:19665394-19665994,3.07,0,3.22,7,105.61,71.21,38.8,74.97,1
11321,>NT_033777.3:18650422-18651022,3.2,1,2.06,34,79.98,64.86,31.64,54.89,1
11322,>NT_033779.5:4841282-4841882,3.61,20,3.61,13,82.95,98.97,39.03,94.93,1
11323,>NT_033778.4:14992223-14992823,3.24,23,2.82,17,85.13,63.58,29.7,76.67,1
11324,>NT_033778.4:15514867-15515467,2.65,29,3.28,4,105.26,63.1,26.32,85.93,1
11325,>NC_004354.4:17699472-17700072,3.98,21,3.98,42,109.13,100.43,44.4,73.76,1
11326,>NC_004354.4:6651181-6651781,3.77,12,3.53,31,98.33,88.18,36.56,82.86,1
11327,>NT_033777.3:24146863-24147463,3.18,17,3.53,6,77.08,62.93,27.62,57.38,1
11328,>NT_033778.4:11343967-11344567,3.26,12,3.12,42,68.54,59.95,26.31,71.45,1
11329,>NT_033777.3:27018305-27018905,3.98,12,2.96,42,91.94,81.39,34.55,63.9,1
11330,>NC_004354.4:1922754-1923354,3.61,4,3.49,38,78.79,69.43,38.02,74.83,1
11331,>NT_037436.4:22265686-22266286,2.75,17,3.23,14,86.9,56.38,26.26,65.51,1
11332,>NT_033779.5:7821683-7822283,3.61,30,3.77,28,104.69,67.17,39.78,120.49,1
11333,>NC_004354.4:10839490-10840090,3.67,12,2.95,43,67.16,79.15,33.46,88.0,1
11334,>NT_033779.5:8321129-8321729,3.46,24,3.61,8,107.02,86.16,36.63,84.62,1
11335,>NT_033777.3:9069457-9070057,3.77,28,3.09,43,108.62,84.6,26.45,62.54,1
11336,>NT_033777.3:9359502-9360102,2.57,16,2.71,37,68.16,59.08,31.95,80.19,1
11337,>NT_037436.4:8142276-8142876,3.43,18,3.57,18,79.33,80.52,25.8,85.04,1
11338,>NC_004354.4:15472504-15473104,3.77,16,3.61,42,129.1,65.94,28.86,72.08,1
11339,>NT_033777.3:8827218-8827818,3.46,15,3.26,22,105.96,73.29,29.85,81.69,1
11340,>NT_033777.3:17150114-17150714,3.2,18,3.24,26,94.74,77.65,26.95,83.15,1
11341,>NT_033777.3:23809191-23809791,3.46,11,3.77,14,91.17,55.81,27.65,87.28,1
11342,>NT_037436.4:7373614-7374214,2.82,10,3.2,1,90.08,51.98,29.62,83.23,1
11343,>NT_033778.4:18154062-18154662,3.03,11,3.43,17,75.82,50.61,20.81,69.87,1
11344,>NT_033779.5:13965131-13965731,3.49,17,3.01,36,82.72,74.78,32.25,72.83,1
11345,>NT_033777.3:15707439-15708039,3.49,16,3.28,42,71.85,72.96,36.53,75.82,1
11346,>NT_033778.4:17379076-17379676,3.77,14,3.77,41,146.17,103.16,45.23,81.06,1
11347,>NT_033779.5:13385099-13385699,2.62,4,2.45,41,85.38,50.31,33.69,54.54,1
11348,>NT_033779.5:13301271-13301871,3.28,31,3.98,42,117.97,78.89,45.96,83.89,1
11349,>NT_033778.4:18420633-18421233,3.61,9,3.28,10,121.59,80.56,36.53,90.8,1
11350,>NC_004354.4:11431315-11431915,2.77,11,3.18,19,90.49,53.58,25.01,78.49,1
11351,>NT_033777.3:18239302-18239902,3.49,17,3.98,22,102.35,70.36,27.59,101.57,1
11352,>NT_037436.4:10696511-10697111,3.5,4,3.98,38,87.35,61.45,47.53,112.38,1
11353,>NT_033777.3:14732532-14733132,3.36,25,3.77,11,138.61,79.07,35.05,117.9,1
11354,>NC_004354.4:10348500-10349100,3.18,26,3.12,42,77.74,68.96,32.8,95.62,1
11355,>NT_037436.4:15722027-15722627,3.98,29,2.55,43,100.16,88.51,33.79,56.14,1
11356,>NC_004354.4:15740070-15740670,3.61,21,2.86,11,94.66,76.55,28.91,66.25,1
11357,>NC_004354.4:16338587-16339187,3.12,0,3.5,2,93.12,68.4,36.43,74.81,1
11358,>NC_004354.4:1861828-1862428,3.12,17,2.71,35,87.45,71.66,27.3,49.29,1
11359,>NT_033778.4:7565547-7566147,3.5,23,2.57,20,118.02,80.92,22.33,54.36,1
11360,>NT_033777.3:8304119-8304719,3.26,25,3.74,43,88.35,76.3,41.61,94.47,1
11361,>NC_004354.4:9159184-9159784,3.23,23,2.74,0,78.0,63.25,23.75,50.98,1
11362,>NT_033779.5:10905970-10906570,3.25,11,2.93,19,94.9,73.55,27.54,68.39,1
11363,>NC_004354.4:3831228-3831828,3.28,12,3.2,43,86.44,58.9,29.07,72.62,1
11364,>NC_004354.4:11809517-11810117,3.5,29,2.86,42,102.4,68.87,37.8,94.87,1
11365,>NC_004354.4:12785263-12785863,3.49,21,3.98,42,125.94,78.96,36.2,76.9,1
11366,>NT_037436.4:18148673-18149273,2.77,34,3.98,42,58.43,52.34,32.25,80.83,1
11367,>NC_004354.4:14277124-14277724,3.57,22,3.98,40,105.39,69.87,35.29,73.92,1
11368,>NT_033777.3:24839493-24840093,3.29,3,3.67,38,83.51,62.63,43.09,93.87,1
11369,>NT_033778.4:22069430-22070030,3.24,17,3.2,43,97.71,81.71,34.02,75.54,1
11370,>NT_033779.5:9573222-9573822,2.83,13,2.88,13,93.59,53.43,22.01,63.67,1
11371,>NT_037436.4:6168068-6168668,3.06,32,3.98,36,124.89,56.89,33.45,119.05,1
11372,>NT_037436.4:8967817-8968417,3.14,27,3.05,2,100.21,55.97,27.34,76.08,1
11373,>NT_033778.4:17114916-17115516,3.98,13,2.77,40,92.76,86.21,28.8,57.19,1
11374,>NT_033779.5:19776457-19777057,2.62,15,3.53,8,93.52,55.67,31.13,79.49,1
11375,>NT_033779.5:2979336-2979936,3.25,10,2.88,43,104.46,63.4,29.78,67.08,1
11376,>NT_033777.3:20824677-20825277,3.37,20,3.12,27,104.75,74.74,28.25,77.76,1
11377,>NT_033779.5:19116270-19116870,3.57,13,3.2,19,93.15,81.43,35.7,91.08,1
11378,>NT_033779.5:1140845-1141445,3.29,2,3.29,9,87.24,63.86,40.44,71.96,1
11379,>NC_004354.4:17280155-17280755,3.98,25,3.25,0,79.3,74.45,23.67,49.83,1
11380,>NT_033778.4:13251526-13252126,3.24,22,3.26,41,112.56,57.23,24.71,87.83,1
11381,>NT_037436.4:9414551-9415151,3.28,12,2.68,1,101.14,61.08,29.09,56.18,1
11382,>NT_033777.3:26640754-26641354,3.24,14,3.43,24,112.53,59.76,23.16,77.68,1
11383,>NT_033777.3:28737088-28737688,3.2,30,2.14,22,85.55,67.08,12.7,55.27,1
11384,>NT_037436.4:18696123-18696723,3.24,14,3.28,21,109.16,74.52,26.38,84.56,1
11385,>NT_033778.4:7071967-7072567,3.16,6,3.06,43,84.56,83.54,39.02,67.92,1
11386,>NT_033779.5:7189453-7190053,3.18,9,3.98,26,88.67,53.68,35.01,140.75,1
11387,>NC_004354.4:12656733-12657333,3.46,30,3.49,42,139.53,84.42,41.0,87.16,1
11388,>NT_033779.5:5973001-5973601,3.98,2,3.98,23,88.55,90.26,42.37,100.57,1
11389,>NT_037436.4:7438121-7438721,3.98,29,3.09,43,124.2,84.04,32.17,66.66,1
11390,>NT_033777.3:10161164-10161764,3.77,34,3.98,41,96.09,91.56,42.85,73.9,1
11391,>NT_033778.4:16106929-16107529,3.36,23,2.79,42,119.05,61.16,20.98,58.56,1
11392,>NT_033779.5:7450118-7450718,3.98,16,3.67,32,86.78,85.19,18.39,76.99,1
11393,>NC_004354.4:11851049-11851649,3.98,21,3.04,39,107.62,89.35,29.23,76.19,1
11394,>NT_033779.5:2592604-2593204,3.37,21,3.29,1,84.49,61.05,27.45,66.54,1
11395,>NT_033778.4:22563211-22563811,3.02,34,3.12,42,90.55,66.27,34.14,75.11,1
11396,>NT_033778.4:17473510-17474110,3.46,18,2.96,20,111.67,83.57,32.69,88.33,1
11397,>NT_033778.4:8759270-8759870,3.26,20,3.61,42,78.21,76.18,41.42,79.4,1
11398,>NC_004354.4:11888855-11889455,3.05,0,3.53,41,107.02,84.51,39.27,91.63,1
11399,>NT_033777.3:13664353-13664953,3.77,0,3.28,42,97.22,62.03,45.1,78.19,1
11400,>NT_037436.4:14094305-14094905,3.01,3,3.74,3,117.75,59.28,30.99,81.89,1
11401,>NT_033779.5:877963-878563,3.26,7,2.82,43,94.2,76.84,34.61,72.87,1
11402,>NT_033779.5:9891036-9891636,3.02,24,2.88,31,106.47,81.66,34.95,51.52,1
11403,>NT_033779.5:16787992-16788592,3.98,16,3.03,15,140.11,85.4,36.47,88.55,1
11404,>NC_004354.4:15826799-15827399,3.37,32,3.09,23,115.86,78.96,30.21,80.88,1
11405,>NT_033777.3:11994040-11994640,3.36,0,3.77,16,97.37,85.62,41.57,99.8,1
11406,>NT_037436.4:3509345-3509945,2.81,34,3.28,41,89.06,63.51,35.78,98.98,1
11407,>NT_037436.4:14943454-14944054,3.98,9,3.98,17,91.49,56.0,35.2,88.23,1
11408,>NT_033778.4:18419912-18420512,3.18,5,2.88,31,91.03,68.62,23.64,59.24,1
11409,>NC_004354.4:9324161-9324761,3.24,17,3.77,8,85.01,61.45,16.42,73.43,1
11410,>NT_037436.4:233775-234375,3.26,15,3.61,27,126.51,68.59,27.49,93.54,1
11411,>NT_033779.5:297429-298029,3.18,7,3.26,43,114.7,74.3,38.16,73.49,1
11412,>NT_033779.5:211270-211870,3.77,11,2.95,42,89.97,82.29,32.32,61.79,1
11413,>NT_037436.4:15023829-15024429,3.26,14,3.5,42,87.17,76.17,31.42,82.24,1
11414,>NT_033778.4:14298595-14299195,3.98,12,3.98,34,108.03,96.15,51.26,120.13,1
11415,>NT_033777.3:31373905-31374505,3.57,1,3.61,10,118.82,73.0,32.87,60.07,1
11416,>NC_004354.4:8137782-8138382,3.61,24,2.6,7,105.04,78.04,21.61,67.04,1
11417,>NT_037436.4:10468260-10468860,3.49,11,2.77,29,116.11,66.79,21.45,66.66,1
11418,>NT_033778.4:24781480-24782080,3.26,19,2.86,42,109.83,76.86,29.87,77.57,1
